1.745527213079505920e+09,5.208569020032882690e-02,-2.774630729618365876e-07,-1.841226046681591406e-05
1.745527213080505848e+09,3.586068376898765564e-02,1.367074418112679268e-07,-1.011157968924985969e-05
1.745527213081505775e+09,1.963567361235618591e-02,5.501174769051431213e-07,-1.810898911683805321e-06
1.745527213082505703e+09,3.410666482523083687e-03,9.631710327084874734e-07,6.489781865882249048e-06
1.745527213083505630e+09,2.564640948548913002e-03,9.574023351888172328e-07,4.359782697320935255e-06
1.745527213084505558e+09,1.629816717468202114e-03,9.800761517908540554e-07,3.083981467049542784e-06
1.745527213085505486e+09,6.519441376440227032e-04,1.024059201881755143e-06,2.335989852572383561e-06
1.745527213086505413e+09,-2.479732793290168047e-04,1.083780261978972703e-06,1.914465082130492431e-06
1.745527213087505341e+09,-1.040384173393249512e-03,1.155592030954721849e-06,1.695550949513007795e-06
1.745527213088505268e+09,-1.712947618216276169e-03,1.236841512763930950e-06,1.601945578205061615e-06
1.745527213089505196e+09,-2.264202572405338287e-03,1.325559424003586173e-06,1.585168598389977035e-06
1.745527213090505123e+09,-2.699311356991529465e-03,1.420253511241753586e-06,1.614647231435867574e-06
1.745527213091505051e+09,-3.027223283424973488e-03,1.519768602520343848e-06,1.670984425277281221e-06
1.745527213092504978e+09,-3.258810611441731453e-03,1.623192360966640990e-06,1.741797275178392082e-06
1.745527213093504906e+09,-3.405661322176456451e-03,1.729790369608963374e-06,1.819137331804532939e-06
1.745527213094504833e+09,-3.479320555925369263e-03,1.838961679823114537e-06,1.897885664408633420e-06
1.745527213095504761e+09,-3.490828908979892731e-03,1.950206979017821141e-06,1.974749350283287200e-06
1.745527213096504688e+09,-3.450462827458977699e-03,2.063106194327701814e-06,2.047629728667178569e-06
1.745527213097504616e+09,-3.367603989318013191e-03,2.177302803829661570e-06,2.115221031977693965e-06
1.745527213098504543e+09,-3.250694833695888519e-03,2.292490762556553818e-06,2.176752318877537672e-06
1.745527214434721947e+09,-3.107246011495590210e-03,2.408406771792215295e-06,2.231819035084808833e-06
1.745527214435721874e+09,-3.164261812344193459e-03,1.575492322444915771e-03,-1.904335277753332542e-02
1.745527214436721802e+09,-3.760457271710038185e-03,2.874716417863965034e-03,-3.279555241177211505e-02
1.745527214437721729e+09,-4.789502359926700592e-03,3.921053837984800339e-03,-4.238787717911095959e-02
1.745527214438721657e+09,-6.157476454973220825e-03,4.761370364576578140e-03,-4.844068390652932210e-02
1.745527214439721584e+09,-7.834527641534805298e-03,5.391071084886789322e-03,-5.181172133126273754e-02
1.745527214440721512e+09,-9.775180369615554810e-03,5.814196076244115829e-03,-5.287112430912885991e-02
1.745527214441721439e+09,-1.190433371812105179e-02,6.086465436965227127e-03,-5.164531255566110618e-02
1.745527214442721367e+09,-1.379567664116621017e-02,5.897893104702234268e-03,-3.737455620640260656e-02
1.745527214443721294e+09,-1.591379940509796143e-02,5.679292604327201843e-03,-2.090327314195073935e-02
1.745527214444721222e+09,-1.812938228249549866e-02,5.449789576232433319e-03,-1.994762705412551906e-03
1.745527214445721149e+09,-2.049254998564720154e-02,5.197316873818635941e-03,1.848929705159984768e-02
1.745527214446721077e+09,-2.296102792024612427e-02,4.926354158669710159e-03,4.036257260096551280e-02
1.745527214447721004e+09,-2.550132572650909424e-02,4.639942664653062820e-03,6.344240975782097780e-02
1.745527214448720932e+09,-2.808680199086666107e-02,4.339548759162425995e-03,8.748518286994179383e-02
1.745527214449720860e+09,-3.069711104035377502e-02,4.017950966954231262e-03,1.111831658566960618e-01
1.745527214450720787e+09,-3.331327065825462341e-02,3.686434356495738029e-03,1.356873972633519387e-01
1.745527214451720715e+09,-3.592168167233467102e-02,3.344887169077992439e-03,1.608403427505353533e-01
1.745527214452720642e+09,-3.851140663027763367e-02,2.993069123476743698e-03,1.864975733926560464e-01
1.745527214453720570e+09,-4.107366502285003662e-02,2.630666131153702736e-03,2.125273312212470345e-01
1.745527214538585901e+09,-4.360142350196838379e-02,2.257333835586905479e-03,2.388099880895429850e-01
1.745527214539585829e+09,-3.476875275373458862e-02,-4.568709060549736023e-03,1.632688932480179378e-01
1.745527214540585756e+09,-2.806863188743591309e-02,-1.028736308217048645e-02,8.262278854425729457e-02
1.745527214541585684e+09,-2.297017723321914673e-02,-1.468741614371538162e-02,-4.920626092466684476e-03
1.745527214542585611e+09,-1.895828545093536377e-02,-1.872457936406135559e-02,-9.203472118094485621e-02
1.745527214543585539e+09,-1.581240445375442505e-02,-2.260897494852542877e-02,-1.787705035613034177e-01
1.745527214544585466e+09,-1.335103157907724380e-02,-2.634359151124954224e-02,-2.638252863534450987e-01
1.745527214545585394e+09,-1.143535505980253220e-02,-2.998297289013862610e-02,-3.470121267947933186e-01
1.745527214546585321e+09,-9.954757988452911377e-03,-3.355799615383148193e-02,-4.281832611811551281e-01
1.745527214547585249e+09,-8.820762857794761658e-03,-3.708567470312118530e-02,-5.072218655170698254e-01
1.745527214548585176e+09,-7.962369360029697418e-03,-4.057501256465911865e-02,-5.840370510304830898e-01
1.745527214549585104e+09,-7.322467397898435593e-03,-4.403045773506164551e-02,-6.585603802153559005e-01
1.745527214550585032e+09,-6.855029612779617310e-03,-4.745393991470336914e-02,-7.307430776708671027e-01
1.745527214551584959e+09,-6.522906944155693054e-03,-5.084606260061264038e-02,-8.005535712784183078e-01
1.745527214552584887e+09,-6.296082399785518646e-03,-5.420676991343498230e-02,-8.679752261312597694e-01
1.745527214553584814e+09,-6.150289904326200485e-03,-5.753576382994651794e-02,-9.330042360638596266e-01
1.745527214554584742e+09,-6.049358751624822617e-03,-6.090374290943145752e-02,-9.952349550726200533e-01
1.745527214555584669e+09,-6.012395024299621582e-03,-6.410588324069976807e-02,-1.055617183595771724e+00
1.745527214556584597e+09,-6.007703021168708801e-03,-6.729868799448013306e-02,-1.113613201733634650e+00
1.745527214557584524e+09,-6.025163922458887100e-03,-7.047397643327713013e-02,-1.169265521615684866e+00
