1.745523649638640404e+09,5.208569020032882690e-02,-2.774630729618365876e-07,1.352844173590520338e+00
1.745523649639640331e+09,3.586068376898765564e-02,1.367074418112679268e-07,9.129144746054951298e-01
1.745523649640640259e+09,1.963567361235618591e-02,5.501174769051431213e-07,4.729847756204699771e-01
1.745523649641640186e+09,3.410666482523083687e-03,9.631710327084874734e-07,3.305507663544482444e-02
1.745523649642640114e+09,2.564640948548913002e-03,9.574023351888172328e-07,1.681922835917950415e-02
1.745523649643640041e+09,1.629816717468202114e-03,9.800761517908540554e-07,-4.922131068742018750e-03
1.745523649644639969e+09,6.519441376440227032e-04,1.024059201881755143e-06,-2.862219463030571398e-02
1.745523649645639896e+09,-2.479732793290168047e-04,1.083780261978972703e-06,-5.193676918797593411e-02
1.745523649646639824e+09,-1.040384173393249512e-03,1.155592030954721849e-06,-7.362461955001486924e-02
1.745523649647639751e+09,-1.712947618216276169e-03,1.236841512763930950e-06,-9.301730150834254529e-02
1.745523650761856079e+09,-2.264202572405338287e-03,1.325559424003586173e-06,-1.098169223768059310e-01
1.745523650762856007e+09,-3.253327449783682823e-03,1.655811793170869350e-03,-3.853276018059959007e-03
1.745523650763855934e+09,-4.634053446352481842e-03,3.006770275533199310e-03,8.222559062730057378e-02
1.745523650764855862e+09,-6.330193951725959778e-03,4.094474948942661285e-03,1.524013403534892896e-01
1.745523650765855789e+09,-8.280009031295776367e-03,4.947078879922628403e-03,2.096750316942455616e-01
1.745523650766855717e+09,-1.045773457735776901e-02,5.554932635277509689e-03,2.562741332408645656e-01
1.745523650767855644e+09,-1.278905663639307022e-02,5.984509829431772232e-03,2.942197159127117323e-01
1.745523650768855572e+09,-1.481593027710914612e-02,5.943889264017343521e-03,3.216930011236341924e-01
1.745523650769855499e+09,-1.705356501042842865e-02,5.851888097822666168e-03,3.412504683763720736e-01
1.745523650770855427e+09,-1.944417133927345276e-02,5.720729473978281021e-03,3.543298389350572619e-01
1.745523650815041542e+09,-2.194334939122200012e-02,5.559145938605070114e-03,3.620662435487922992e-01
1.745523650816041470e+09,-1.337850932031869888e-02,-8.824472315609455109e-04,5.607407249976410490e-01
1.745523650817041397e+09,-4.813636653125286102e-03,-7.325159385800361633e-03,7.594152064464898544e-01
1.745523650818041325e+09,-5.324846715666353703e-04,-1.083034742623567581e-02,8.783354332873746229e-01
1.745523650819041252e+09,2.846118062734603882e-03,-1.422829087823629379e-02,9.744044886628747681e-01
1.745523650820041180e+09,5.484193097800016403e-03,-1.750264503061771393e-02,1.052031847068636283e+00
1.745523650821041107e+09,7.511842530220746994e-03,-2.069863677024841309e-02,1.114743288936163923e+00
1.745523650822041035e+09,8.934161625802516937e-03,-2.483274973928928375e-02,1.161931375004851441e+00
1.745523650823040962e+09,1.036205329000949860e-02,-2.896492183208465576e-02,1.209119461073538959e+00
1.745523650824040890e+09,1.021066866815090179e-02,-3.177717328071594238e-02,1.240173595309237209e+00
